"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 07 18:38:02 EET 2023","Tue Feb 07 18:38:07 EET 2023","5019","","telnyx","","telnyx","A17 - Checking the ability to open the field to fill the promo code","A17 - Checking the ability to open the field to fill the promo code",""
"passed","Tue Feb 07 18:33:58 EET 2023","Tue Feb 07 18:34:05 EET 2023","7684","","telnyx","","telnyx","A20 - Checking the ability to go to the Sign Up page from Contact page","A20 - Checking the ability to go to the Sign Up page from Contact page",""
"passed","Tue Feb 07 18:32:46 EET 2023","Tue Feb 07 18:32:53 EET 2023","6493","","telnyx","","telnyx","A13 - Checking that is not possible to Sign Up without a Full Name","A13 - Checking that is not possible to Sign Up without a Full Name",""
"passed","Tue Feb 07 18:34:26 EET 2023","Tue Feb 07 18:34:35 EET 2023","9740","","telnyx","","telnyx","A2 - Checking that other OAuth Providers are visible on the Login Page","A2 - Checking that other OAuth Providers are visible on the Login Page",""
"passed","Tue Feb 07 18:30:52 EET 2023","Tue Feb 07 18:31:00 EET 2023","8680","","telnyx","","telnyx","A9 - Checking that it is not possible to Single Sign-On with invalid company name","A9 - Checking that it is not possible to Single Sign-On with invalid company name",""
"passed","Tue Feb 07 18:31:03 EET 2023","Tue Feb 07 18:31:19 EET 2023","16024","","telnyx","","telnyx","A10 - Checking the ability to go to the Login page from Reset Password page","A10 - Checking the ability to go to the Login page from Reset Password page",""
"passed","Tue Feb 07 18:33:12 EET 2023","Tue Feb 07 18:33:16 EET 2023","4503","","telnyx","","telnyx","A17 - Checking the ability to open the field to fill the promo code","A17 - Checking the ability to open the field to fill the promo code",""
"passed","Tue Feb 07 18:37:50 EET 2023","Tue Feb 07 18:37:56 EET 2023","6652","","telnyx","","telnyx","A15 - Checking that is not possible to Sign Up without checked checkbox ""I agree to the Terms and Conditions""","A15 - Checking that is not possible to Sign Up without checked checkbox ""I agree to the Terms and Conditions""",""
"passed","Tue Feb 07 18:32:06 EET 2023","Tue Feb 07 18:32:36 EET 2023","30452","","telnyx","","telnyx","A7 - Checking the ability to do to the Login page from the Resend Email page","A7 - Checking the ability to do to the Login page from the Resend Email page",""
"passed","Tue Feb 07 18:34:45 EET 2023","Tue Feb 07 18:34:56 EET 2023","11337","","telnyx","","telnyx","A4 - Checking that it is not possible to login with invalid email","A4 - Checking that it is not possible to login with invalid email",""
"passed","Tue Feb 07 18:37:36 EET 2023","Tue Feb 07 18:37:41 EET 2023","5769","","telnyx","","telnyx","A13 - Checking that is not possible to Sign Up without a Full Name","A13 - Checking that is not possible to Sign Up without a Full Name",""
"passed","Tue Feb 07 18:34:56 EET 2023","Tue Feb 07 18:35:06 EET 2023","10019","","telnyx","","telnyx","A8 - Checking that it is not possible to Single Sign-On with invalid email","A8 - Checking that it is not possible to Single Sign-On with invalid email",""
"passed","Tue Feb 07 18:33:22 EET 2023","Tue Feb 07 18:33:30 EET 2023","8808","","telnyx","","telnyx","A19 - Checking the ability to open Privacy Policy on the bottom of the Sign Up page","A19 - Checking the ability to open Privacy Policy on the bottom of the Sign Up page",""
"passed","Tue Feb 07 18:31:34 EET 2023","Tue Feb 07 18:31:54 EET 2023","20180","","telnyx","","telnyx","A5 - Checking the ability to resend verification email","A5 - Checking the ability to resend verification email",""
"passed","Tue Feb 07 18:32:59 EET 2023","Tue Feb 07 18:33:06 EET 2023","7562","","telnyx","","telnyx","A15 - Checking that is not possible to Sign Up without checked checkbox ""I agree to the Terms and Conditions""","A15 - Checking that is not possible to Sign Up without checked checkbox ""I agree to the Terms and Conditions""",""
"passed","Tue Feb 07 18:34:13 EET 2023","Tue Feb 07 18:34:26 EET 2023","13121","","telnyx","","telnyx","A1 - Checking that it is not possible to login with baned email","A1 - Checking that it is not possible to login with baned email",""
"passed","Tue Feb 07 18:38:07 EET 2023","Tue Feb 07 18:38:24 EET 2023","17506","","telnyx","","telnyx","A18 - Checking the ability to open Terms of Service on the bottom of the Sign Up page","A18 - Checking the ability to open Terms of Service on the bottom of the Sign Up page",""
"passed","Tue Feb 07 18:30:43 EET 2023","Tue Feb 07 18:30:52 EET 2023","9007","","telnyx","","telnyx","A8 - Checking that it is not possible to Single Sign-On with invalid email","A8 - Checking that it is not possible to Single Sign-On with invalid email",""
